PROJECT REFERENCE NUMBER|DESCRIPTION|ARCHITECT|TOP NUMBER|DATE ISSUED|FLOOR AREA|COST|RESIDENTIAL UNITS
A1445-01233-2012-BP01|ERECTION OF A 4-STOREY SINGLE-USER WAREHOUSE DEVELOPMENT WITH ANCILLARY OFFICE ON 2ND TO 4TH MEZZANINE FLOORS ON LOT 04180N MK 07 AT TUAS BAY DRIVE - THIS TOP IS ISSUED FOR 1ST STOREY (EXCLUDING ALL LIFTS) ONLY|POH MEOW CHIA|201440434|20/02/2014|59053.32|0|0
A1533-00007-2012-BP01|ERECTION OF A 2-STOREY INTERMEDIATE TERRACE WITH AN ATTIC ON LOT(S) 97224X  MK18 AT 71 CARISBROOKE GROVE SINGAPORE 558848|LUA KOK LEONG|201440436|20/02/2014|283.633|625000|1
A1108-00009-2012-BP01|ADDITIONS & ALTERATIONS TO EXISTING BISHAN PARK SECONDARY SCHOOL INVOLVING RELOCATION OF EXISTING 22KV SUBSTATION AND BIN CENTRE ON LOT 13394N MK18 AT SIN MING WALK|CHIN THOE CHONG|201440438|20/02/2014|217.53|1500000|0
A1399-00003-2011-BP01|ERECTION OF A 7-STOREY SINGLE-USER DETACHED WAREHOUSE WITH TWO LEVELS OF CARPARKS, ROOF TERRACE AND ROOF GARDENS ON LOT 00544C TS17 AT NO 7 JALAN LEMBAH KALLANG|TAN HOCK BENG|201440441|20/02/2014|4021.46|8013648|0
E2662-00010-2012-BP01|WIDENING OF BENOI ROAD BETWEEN UPPER JURONG ROAD AND PIONEER ROAD INCLUDING CONSTRUCTION OF NEW DRAINAGE, 3 NUMBERS OF PEDESTRAIN SHELTER LINKWAYS AND BUS SHELTERS ON LOT(S) 01681L , 01684W , 02905W , 02957A , 03820M , 04052W  & 04056A  MK06, 00418L , 00619T , 00654A , 00790T , 00821X , 01473M , 01546W , 01583T , 02493W , 03801C , 03803W  & 03811K  MK07 AT BENOI ROADTHIS TEMPORARY OCCUPATION PERMIT IS GRANTED FOR POB3 ,COVERED LINKWAY, HIGHCOVERED LINKWAY, BUSSHELTERS AT POB3|NG SWEE HOW|201440429|20/02/2014|2233.75|12000000|0
A1369-00971-2010-BP01|PUBLIC HOUSING DEVELOPMENT COMPRISING 10 BLKS OF 15-STOREY RESIDENTIAL BUILDING (TOTAL 1036 UNITS) WITH COMMUNITY FACILITIES, 2 MULTI-STOREY CAR PARKS, PRECINCT PAVILION, ESS, EATING HOUSE & COMMERCIAL FACILITIES AT SENGKANG N2C40 & NEIGHBOURHOOD PARK ON LOT 02339W  MK 21 AT SENGKANG EAST AVENUE[THIS TOP IS ISSUE FOR BLK BLOCK 280A ONLY]|STEVEN LOW KONG YEN|201440439|20/02/2014|11086.584|10885758|0
A1629-00342-2011-BP01|ERECTION OF A 3-STOREY INTERMEDIATE TERRACE DWELLING HOUSE ON LOT 96778V MK 26 AT 20 RAMBAI ROAD|OOI JOO SAN|201440446|21/02/2014|292.52|800000|1
A1591-00238-2012-BP01|ADDITIONS AND ALTERATIONS OF EXISTING MULTI-STOREY CAR PARK COMPRISING OF ONE ADDITIONAL PARKING DECK WITH ROOF, LIFT AND RELATED WORKS TO MULTI-STOREY CAR PARK ON LOTS 10381A  MK 27 AT BLK 13A BEDOK SOUTH ROAD- THIS TOP IS ISSUED FOR  LIFT A AT BLK 13A ONLY|LEONG SHOCK KAIT|201440450|21/02/2014||0|0
A1485-00004-2010-BP01|HDB PUBLIC HOUSING DEVELOPMENT COMPRISING 7 RESIDENTIAL BLOCKS OF 16- STOREY (TOTAL 745 UNITS) AND A MULTI-STOREY CARPARK BLOCK CUM EATING HOUSE, ESS & PRECINCT PAVILION (SENGKANG N3C19) ON LOT 01724W PT, 01727T, 2361 PT (FORMERLY KNOWN AS 2021K PT) MK 21 AT (SENGKANG N3C19) ANCHORVALE ROAD - THIS TOP IS ISSUED FOR BLOCK 326C (EXCLUDING RESIDENT?S COMMITTEE CENTER AT 1ST STOREY) ONLY|LOH JU HON|201440451|21/02/2014||0|0
A1614-00282-2011-BP01|NEW ERECTION OF A 2-STOREY SEMI-DETACHED DWELLING HOUSE WITH AN ATTIC AND A BASEMENT ON LOT 5737X MK 26 AT 81 CHEVIOT HILL SINGPORE 459661|ANG CHIN LAI|201440452|21/02/2014|639.35|1400000|1
A1658-00087-2011-BP01|ERECTION OF A 2-STOREY SEMI-DETACHED DWELLING HOUSE WITH AN ATTIC AND A SWIMMING POOL ON LOT 189P MK 15 AT 87 THOMSON RIDGE|ANG WEI MEIN|201440453|21/02/2014|412.3|1000000|1
A0781-00011-2010-BP01|PUBLIC HOUSING DEVELOPMENT COMPRISING 14 BLOCKS OF 15-STOREY RESIDENTIAL BUILDING (TOTAL:1408 UNITS) AND 2 BLOCKS OF MULTI-STOREY CARPARK WITH COMMUNITY FACILITIES & PRECINCT PAVILION ON LOT 03069W MK19 AT YISHUN AVENUE 6,  YISHUN STREET 31 [THIS PARTIAL TOP IS GRANTED FOR BLOCK 333B (EXCLUDING SENIOR ACTIVITY CENTRE)]|WONG TOON JIN|201440454|21/02/2014||0|0
A1324-70010-2013-BP01|ERECTION OF GLASS CANOPY STRUCTURES AT CHINATOWN FOODSTREET, SMITH STREET / ADDITIONS & ALTERATIONS AND CHANGE OF USE AT FIRST STOREY FROM SHOP TO COMMERCIAL KITCHEN / ADDITIONS & ALTERATIONS AND CHANGE OF USE AT FIRST STOREY FROM SHOP TO PUBLIC TOILETS TS05 ON LOT 00704N PT, 98875V, 98878A, 98881A, 98883N, 98885L, 98887M, 98889V, 98891W, 98893P, 98895A, 98897N, 98907N PT, TS06 00467T PT AT 7, 9, 11, 13, 29 SMITH STREET (OUTRAM PLANNING AREA)|SAMSON TAN BOON HUA|201440456|21/02/2014|3161.65|7000000|0
A1106-00043-2011-BP01|ERECTION OF A 3-STOREY CORNER TERRACE DWELLING HOUSE WITH A ROOF TERRACE & A SWIMMING POOL AND A 3-STOREY INTERMEDIATE TERRACE DWELLING HOUSE WITH A ROOF TERRACE MK29 ON LOT 00504P 43 PASIR RIS AVENUE|TEO HONG YIN|201440458|22/02/2014|850.91|1900000|2
E3890-00908-2011-BP01|ADDITIONS AND ALTERATIONS TO EXISTING INTERMEDIATE TERRACE DWELLING HOUSE WITH NEW ATTIC ON LOT 04962L MK26 AT 10B EAST COAST ROAD|CHUANG FERN|201440462|24/02/2014|76.18|345000|0
A1653-11190-2011-BP01|STRATA LANDED HOUSING DEVELOPMENT COMPRISING 1 UNIT OF 2-STOREY STRATA DETACHED DWELLING HOUSE WITH ATTIC AND SWIMMING POOL AND 2 UNITS OF 2-STOREY STRATA SEMI-DETACHED DWELLING  HOUSE WITH ATTIC AND SWIMMING POOL AND COMMUNAL BASEMENT CARPARK ON LOT 98929M MK 17 AT 37K, L & M CHANCERY LANE.|RENE TAN CHAN EONG|201440466|24/02/2014|1417.89|5600000|3
A0768-00005-2012-BP01|RECONSTRUCTION OF THE EXISTING 2-STOREY SEMI-DETACHED DWELLING HOUSE WITH BASEMENT TO A 2-STOREY SEMI-DETACHED DWELLING HOUSE WITH A BASEMENT AND A NEW ATTIC ON LOT(S) 02150L  MK04 AT 32 MOUNT SINAI AVENUE|LIM ENG KHOON|201440468|24/02/2014|656.65|1243000|1
A0597-00156-2011-BP01|RECONSTRUCTION OF 1 PAIR OF SEMI-DETACHED DWELLING HOUSES WITH ATTICS ON LOTS 02521X AND 02520N MK 27 AT 9 AND 11 UPPER BEDOK ROAD FOR M/S GANDASULI CO (PTE) LTD.|SEAH KWEI HIOK|201440469|24/02/2014|1101.2|1700000|2
A1278-01233-2012-BP01|RECONSTRUCTION OF EXISTING 2-STOREY SEMI-DETACHED DWELLING HOUSE TO 3-STOREY SEMI-DETACHED DWELLING HOUSE ON LOT 4052N MK 26 AT 14A EAST COAST|MR HO POH KONG|201440475|24/02/2014|557.84|1000000|0
A1378-00007-2010-BP01|ERECTION OF A PUBLIC HOUSING DEVELOPMENT COMPRISINGOF A 6 BLOCKS OF 17-STOREY RESIDENTIAL BUILDINGS AND 1 BLOCK OF6-STOREY MULTI-STOREY CARPARKS WITH COMMUNITY FACILITIES ON LOT 03721T MK 06 AT BOON LAY DRIVE - THIS TOP IS ISSUED FOR BLK 196A ONLY|CHONG NAN HING|201440476|24/02/2014|74268.34|68000000|0
A1193-00947-2012-BP01|RECONSTRUCTION TO AN EXISTING 3-STOREY SEMI-DETACHED DWELLING HOUSE INVOLVING WITH NEW ATTIC ON LOTS 03928V & 03930W-PT MK28 AT 91 JALAN SENANG|ZAHIDI AB RAHMAN|201440478|24/02/2014|493.49|800000|1
A1369-00971-2010-BP01|PUBLIC HOUSING DEVT COMPRISING 10 BLKS OF 15-STOREY RESIDENTIAL BUILDING (TOTAL 1036 UNITS) WITH COMMUNITY FACILITIES, 2 MULTI-STOREY CAR PARKS, PRECINCT PAVILION, ESS, EATING HOUSE & COMMERCIAL FACILITIES AT SENGKANG N2C40 & NEIGHBOURHOOD PARK ON LOT 02339W MK 21 AT SENGKANG EAST AVENUE[THIS TOP IS ISSUED FOR BLOCK 280B ONLY]|STEVEN LOW KONG YEN|201440481|24/02/2014|11086.584|10885758|0
A1194-01109-2012-BP01|ERECTION OF A 7-STY SINGLE USER LIGHT INDUSTRIAL DEVELOPMENT AND A&A TO EXISTING 4-STY CAR SHOWROOM & WORKSHOP WITH 2 BASEMENTS FOR CAR WORKSHOP & CAR SHOWROOM WITH WAREHOUSE & ANCILLARY OFFICES ON LOTS 98445A, 98446K, 98451X MK01 AT 8 & 10 KUNG CHONG ROAD & 25 LENG KEE ROAD - [THIS PARTIAL TOP IS FOR (PHASE 1B) COMPLETION TO 1ST TO 5TH STOREYS WORKSHOP, CARPARK, WAREHOUSE AND OFFICE AREAS OF 8 AND 10 KUNG CHONG PLOT (MK 01 - LOTS 98445A, 98446K) ONLY]|THEODORE CHAN ENG CHYE|201440500|25/02/2014|26928.0|31388889|0
A1570-00001-2011-BP01|ERECTION OF ONE PRIMARY SCHOOL COMPRISING 1 BLOCK OF 6-STOREY BUILDING, 1 BLOCK OF 5-STOREY BUILDING, 2 BLOCKS OF 4-STOREY BUILDING AND OTHER ANCILLARY WORKS ON LOT 01710W MK 14 AT 60 BUKIT PANJANG RING ROAD - THIS TOP IS ISSUED TO BLK D: 4TH-6TH STOREY, PLAY FIELD, COVERED LINKWAY 1, 4 &5, SUBSTATION AND OTHER ANCILLARY WORKS|TAN PHENG CHEE|201440486|25/02/2014|27051.2|31540000|0
A1848-00813-2009-BP01|ERECTION OF 1 BLOCK OF 12-STOREY WITH 3 BASEMENT CARPARKS FOR THE NATIONAL HEART CENTRE SINGAPORE ON LOT 00467K TS22 AT 5 HOSPITAL DRIVE (THIS TOP IS FOR 10TH STOREY GRIDLINE A TO E / 1 TO 8)|Goh Chong Chia|201440493|25/02/2014|941.8|174808000|0
A1822-00010-2010-BP01|ADDITIONS AND ALTERATIONS TO EXISTING PUBLIC HOUSING DEVELOPMENT BLKS 537 TO 542 WITH LIFTS/LIFT LOBBIES & ENTRANCE PORCHES AT JURONG WEST N5 C8, 9 & 10A AT JURONG WEST AVE 1 (LIFT UPGRADING PROGRAMME)ON LOT(S) 1964M , 1965W , 1966V , 1967P , 1968T , 1969A , 1992X , 1993L , 1994C , 2062W , 2063V , 2064P , 2065T , 2066A , 2734A  & 4147N  MK06 AT 539 JURONG WEST AVENUE 1 SINGAPORE 640539,  542 JURONG WEST AVENUE 1 SINGAPORE 640542,  538 JURONG WEST AVENUE 1 SINGAPORE 640538,  540 JURONG WEST AVENUE 1 SINGAPORE 640540,  541 JURONG WEST AVENUE 1 SINGAPORE 640541,  537 JURONG WEST AVENUE 1 SINGAPORE 640537 -[THIS TEMPORARY OCCUPATION PERMIT IS GRANTED FOR LIFT C OF BLOCK 537 AND LIFT D OF BLOCK 540 ONLY ]|YUEN YI MAY|201440496|25/02/2014||0|0
A0567-01005-2010-BP01|NEIGHBOURHOOD RENEWAL PROGRAMME (NRP) BATCH 1 TO EXISTING PUBLIC HOUSING BLOCK NO 902 TO 903, 906 TO 916 AND 921 TO 922 AND 924 TO 946 ON LOT(S) 02811T, 02812A, 02813K, 02814N, 02829X, 02830K, 02831N, 02832X, 02883M, 02884W, 02885V, 02915A, 02917N, 02994A, 02995K, 02996N, 02997X, 03000N, 03001X, 03002L, 03003C, 03004M, 03007P, 03008T, 03139W, 03140C, 03141M, 04894T, 06047P, 06124A, 06407N & 06408X  MK 28 AT 902 TO 903 TAMPINES AVENUE 4,  906 TO 916 TAMPINES AVENUE 5,  921 TO 946 TAMPINES STREET 91- THIS TOP IS ISSUED TO (PHASE 2) COMPRISING SENSORY GARDEN (COMMUNITY GARDEN), 6 FITNESS AREAS, 4 REFURISHED PLAYGROUND, METAL TRELLIS, HIGH AND LOW LINKWAYS AND DROP-OFF PORCHES ONLY|LOKE KWONG YOON|201440497|25/02/2014|4906.83|10000000|0
A1595-00134-2011-BP01|ERECTION OF A 5-STOREY RESIDENTIAL FLATS (TOTAL 46 UNITS) WITH ATTIC, ROOF TERRACE, SWIMMING POOL AND ONE LEVEL OF BASEMENT CARPARK ON LOT 97989N, 00903P AND 00902V TS18 AT 29 HERTFORD ROAD|EDMUND LOW CHENG HAI|201440498|25/02/2014|2851.49|10500000|46
A1302-12012-2012-BP01|RECONSTRUCTION OF AN EXISTING 2-STOREY INTERMEDIATE TERRACE DWELLING HOUSE TO A 3-STOREY INTERMEDIATE TERRACE DWELLING HOUSE WITH AN ATTIC ON LOT 10826K  MK 18 AT NO.17L, LIM TUA TOW ROAD  (SERANGOON PLANNING AREA)|ANGELA KOH CHAY YONG|201440503|26/02/2014|355.33|870000|1
A1106-00058-2012-BP01|ADDITIONS AND ALTERATIONS OF 2 UNITS OF 6-STOREY CONSERVED BUILDING WITH REAR EXTENSION AND CHANGE OF USE FROM OFFICE, FOOD COURT, AND RESIDENTIAL UNIT TO HOTEL ON LOTS 99318M & 9319W TS07 AT 56 & 58 SOUTH BRIDGE ROAD|TEO HONG YIN|201440508|26/02/2014|1273.65|3000000|0
GE3407-00002-2002-ST01|PROPOSED ADDITION OF PROPOSED ODOUR TREATMENT PLANT SHED TO THE EXISTING KIM CHUAN SEWAGE TREATMENT WORKS (KCSTW) ON LOT(S) 1-34  MK23 AT 201 AIRPORT ROAD|KAN NGEE MENG|201440511|26/02/2014||0|0
A0779-00020-2011-BP01|ERECTION OF A 16-STOREY SINGLE-USER WAREHOUSE DEVELOPMENT COMPRISING OF A 7-STOREY WAREHOUSE WITH AUTOMATIC STORAGE & RETRIEVAL SYSTEM, ANCILLARY OFFICE, BUS INTERCHANGE & COMMERCIAL USES ON LOT (S) 01473M PT & 4635K MK07 AT JOO KOON CIRCLE-THIS PARTIAL TOP IS FOR THE 7-STOREY WAREHOUSE; AUTOMATIC STORAGE & RETRIEVAL SYSTEM AND THE SUPPORTING ANCILLARY BUILIDNGS EXCLUDE R.C. DRIVEWAY AT GRID L-AB & BEFORE GRID 3-2 FROM 3RD TO 7TH STOREY|LIM MENG HWA|201440523|27/02/2014||0|0
A0613-00001-2012-BP01|RECONSTRUCTION OF EXISTING SINGLE STOREY DETACHED DWELLING HOUSE  ON LOT 96442A MK 25  AT 39 POOLE ROAD (MARINE PARADE PLANNING AREA)|FOONG KEI SON|201440512|27/02/2014|155.31|200000|1
A1590-00470-2012-BP01|ERECTION OF A 2-STOREY SEMI-DETACHED DWELLING HOUSE WITH ATTIC ON LOT 00920W MK04 AT 22 JALAN TENANG|JIN SUNG|201440513|27/02/2014|553.94|970000|1
A0798-00055-2012-BP01|CONSERVATION, ADDITIONS AND ALTERATIONS TO EXISTING SINGLE-STOREY DETACHED DWELLING HOUSE AND 2-STOREY EXTENSION WITH ATTIC AND SWIMMING POOL ON LOT 03359X MK 02 AT 26A SWETTENHAM ROAD|ELSIE CHENG AH CHIN|201440518|27/02/2014|930.44|3818116|1
A1644-00264-2012-BP01|ERECTION OF AN ADDITIONAL STOREY CUM ADDITIONS & ALTERATIONS TO THE EXISTING 3-STOREY SINGLE-USER INDUSTRIAL BUILDING ON LOT 16092X MK18 AT 4 SERANGOON NORTH AVENUE 5 S554532|MR JEFFREY S ALLAN|201440520|27/02/2014|4956.0|8000000|0
A1164-00002-2008-BP01|PROPOSED ERECTION OF A CONDOMINIUM HOUSING DEVELOPMENT COMPRISING 1 TOWER OF 36-STOREY RESIDENTIAL FLAT (TOTAL 157 UNITS) WITH BASEMENT CARPARKS, MULTI-STOREY CARPARKS, SWIMMING POOLAND COMMUNAL FACILITES ON LOTS 5817M, 5820M, 5488N, 5489X, 4981L, 4980X MK 17|C N SUNEETH|201440524|27/02/2014||0|157
A1356-00003-2010-BP01|ERECTION OF A 2-STOREY DETACHED DWELLING HOUSE WITH AN ATTIC ON LOT 00321L MK 4 AT 5 HOLLAND GROVE AVENUE|MOHD JAFFAR BIN ISMAIL|201440528|27/02/2014|727.57|1735364|1
A1296-00138-2011-BP01|ERECTION OF A 2-STOREY SEMI-DETACHED DWELLING HOUSE WITH AN ATTIC AT ON LOT(S) 03428P MK18 AT 25 JALAN JITONG SINGAPORE 809139|LIM HAN YONG AARON|201440531|27/02/2014|428.87|708975|1
A1308-00308-2012-BP01|ERECTION OF A SINGLE STOREY DETACHED FACTORY ON LOT 4577K (A3001339) MK07 AT 8 TUAS SOUTH STREET 13|WU CHEE YIUN|201440532|27/02/2014|5452.41|4825000|0
A2140-00004-2012-BP01|ERECTION OF A 2-STOREYS DETACHED DWELLING HOUSE WITH A LAP POOL ON LOT 98859A MK27 AT 797 UPPER EAST COAST ROAD|NG YONG CHIN|201440542|28/02/2014|585.27|1490000|1
A1848-08131-2009-BP01|NEW SKY BRIDGE CONNECTING NATIONAL HEART CENTRE SINGAPORE TO EXISTING BLOCK 4 SINGAPORE GENERAL HOSPITAL ON LOT 00467K TS 22 AT HOSPITAL DRIVE|GOH Chong Chia|201440544|28/02/2014|696.31|10000000|0
A1994-00041-2010-BP01|ADDITIONS AND ALTERATIONS TO EXISTING PUBLIC HOUSING DEVELOPMENT BLKS 129 TO 134 WITH NEW LIFTS / LIFT LOBBIES (LUP) ON LOTS 16218N , 16219X , 16220K , 16221N , 16222X , 16223L  & 16224C  MK18 AT ANG MO KIO AVENUE 3 (THIS TOP IS GRANTED FOR BLOCK 130 LIFT D & E)|ONG LI CHING GIDGETELENA|201440545|28/02/2014|2341.75|7707800|0
A2136-00012-2012-BP01|ADDITIONS AND ALTERATIONS TO EXISTING 4-STOREY CONSERVED BUILDING WITH A BASEMENT AND CHANGE OF USE FROM OFFICE TO RESTAURANT (1ST STOREY), AND COMMERCIAL SCHOOL LIBRARY (BASEMENT), AND COMMERCIAL SCHOOL (2ND STOREY), AND USE ON 3RD AND 4TH STOREY AS OFFICE ON LOTS 99486L & 99487C TS05 AT 136 & 138 NEIL ROAD|LIM CHAI HENG|201440530|27/02/2014|6.187|2702814|0
A1369-00926-2010-BP01|PUBLIC HOUSING DEVELOPMENT COMPRISING 8 BLOCKS OF 13-STOREY RESIDENTAL BUILDING (TOTAL 948 UNITS) WITH COMMUNITY FACILITIES, 1 BLOCK OF 5-STOREY & 1 BLOCK OF 6-STOREY MULTI-STOREY CARPARK, 2 NOS. OF PRECINCT PAVILIONS & ESS ON LOTS 01598C, 01606X, 01609M, 01664T, 01669L, 01690C, 01693V & 02958W  MK 19 AT YISHUN AVENUE 11- THIS TOP IS ISSUED FOR BLOCKS 430 MSCP & 430B ONLY|STEVEN LOW KONG YEN|201440541|28/02/2014||0|0
A0697-00003-2011-BP01|ADDITIONS & ALTERATIONS TO EXISTING PUBLIC HOUSING DEVELOPMENT PRECINCT C & D CONSISTING OF BLOCKS 415 TO 417, 419 TO 426 AND 427 WITH NEW LIFTS / LIFT LOBBIES (LIFT UPGRADING PROGRAMME) ON LOTS 6887P , 6907C  & 8989L  MK24 AT SERANGOON CENTRAL(THIS TOP IS GRANTED FOR BLOCK 425-LIFT B AND BLOCK 426-LIFT C)|NGOOI  NGOK  SAI|201440610|05/03/2014||0|0
E3126-00907-2013-BP01|RECONSTRUCTION TO THE EXISTING 2-STOREY SEMI-DETACHED DWELLING HOUSE ON LOT 04327P MK 18 AT 12 KASAI ROAD|PHILLIP CONN|201440618|05/03/2014|349.12|820000|0
A1506-00010-2012-BP01|ERECTION OF A 2-STOREY SEMI-DETACHED DWELLING HOUSE WITH AN ATTIC ON LOT 01530N MK04 AT 4 GREENLEAF PLACE|LIM CHAI BOON|201440597|06/03/2014|552.66|1100000|1
A0903-00003-2010-BP01|ERECTION OF 2-STOREY SEMI-DETACHED HOUSE WITH AN ATTICAND BASEMENT  ON LOT 01538A MK 05 AT NO 65 FABER GREEN, SINGAPORE 129295|CHAN PHUI HAR|201440621|06/03/2014|706.42|1185000|1
A1756-00015-2010-BP01|ADDITIONS & ALTERATIONS TO EXISTING PUBLIC HOUSING DEVELOPMENT BLOCKS 704, 705, 713, 720 & 728 WITH NEW LIFTS / LIFT LOBBIES (LUP) ON LOTS 12095X, 12096L, 12512M, 12513W, 12516T, 12590C, 12592W, 12594P, 12595T, 12596A, 12597K, 12598N, 12602W, 12603V, 12604P, 12605T, 12606A, 12607K, 13071C, 16465M PT, 7176T, 7919N, 7920A, 7922N & 7977P MK18 AT ANG MO KIO AVENUE 6/ANG MO KIO AVENUE 8 [PHASE 3 TOP FOR BLOCK 713 LIFT 'A' AND BLOCK 728 LIFT 'C' ONLY]|LIM KENG YONG|201440620|06/03/2014|283.23|2713950|0
A1595-00147-2012-BP01|RECONSTRUCTION OF 2-STOREY INTERMEDIATE TERRACE HOUSE ON LOT 3226N PT MK 18 AT 41 JALAN PACHELI|EDMUND LOW CHENG HAI|201440624|06/03/2014|325.27|500000|1
A0414-00109-2012-BP01|NEW ERECTION OF A 3-STOREY INTERMEDIATE TERRACE DWELLING HOUSE WITH AN ATTIC ON LOT 00949X MK 24 AT 15A EDEN GROVE|YANG KIAM WA|201440625|06/03/2014|357.78|750000|1
A0650-00108-2012-BP01|RECONSTRUCTION TO AN EXISTING 2-STOREY INTERMEDIATE TERRACE DWELLING HOUSE TO A 3-STOREY INTERMEDIATE TERRACE DWELLING HOUSE  ON LOT 10112A MK 18 AT 16 SUNRISE TERRACE|FREDDIE CHIA HO KHENG|201440629|06/03/2014|322.39|700000|1
A1962-00001-2012-BP01|RECONSTRUCTION TO AN EXISTING 3-STOREY CORNER TERRACE HOUSE WITH ADDITION OF AN ATTIC AND A SWIMMING POOL ON LOT 07149C MK27 AT 2 MINARET WALK|KHOO SEY KEAT|201440634|06/03/2014|370.0|1003800|1
A0489-00021-2011-BP01|ERECTION OF A BLOCK OF PART 2/PART 3/PART 4-STOREY SINGLE-USER GENERAL INDUSTRIAL BUILDING COMPRISING WAREHOUSE, TRUCKS WORKSHOP AND ANCILLARY OFFICE ON LOT 04609C MK 6 AT 21 LOK YANG WAY|RONNIE GOH SIEW HUAT|201440639|07/03/2014||0|0
A0814-00015-2010-BP01|PUBLIC HOUSING DEVELOPMENT COMPRISING 8 BLOCKS OF 13-STOREY RESIDENTIAL BUILDING (TOTAL 696 UNITS) WITH A BLOCK OF MULTI-STOREY CARPARK, COMMUNITY FACILITIES, ESS, MINIMART, EATING ESTABLISHMENT, SHOPS, PRECINCT PAVILION AND RESIDENTS' COMMITTEE CENTRE ON LOTS 3235P PT & 1609M PT MK19AT YISHUN AVENUE 1 / YISHUN STREET 41 (YISHUN N4 C7)[THIS PARTIAL TOP IS GRANTED FOR BLOCKS 432A, 432B, 432C, 432D ONLY]|CHOY MENG YEW|201440640|07/03/2014||0|0
A0537-00201-2010-BP01|ADDITIONS & ALTERATIONS TO THE EXISTING PUBLIC HOUSING DEVELOPMENT TO  BLOCKS 120, 121, 122, 123 & 124 AT PAYA LEBAR WAY(LIFT UPGRADING PROGRAMME) ON LOTS 05495M , 05496W , 05515N , 05516X , 05518C , 05525P & 08071C MK24 - THIS TOP IS GRANTED FOR LIFT A & J AT BLOCK 121|GOH PENG THONG|201440643|07/03/2014|1152.03|4259198|0
E3318-00002-2009-ST01|PROPOSED CONSTRUCTION OF UNDERGROUND CAVERNS ASSOCIATED UNDERGROUND/ABOVEGROUND FACILITIES FOR PHASE 1 JURONG ROCK CAVERN AT BANYAN BASIN, JURONG ISLAND [CONSTRUCTION OF UNDERGROUND CAVERNS & ASSOCIATED UNDERGROUND FACILITIES] ON LOT(S) 2266K , 2325N  & 2432X  MK34 AT JURONG ISLAND|GAN CHIN HWI|201440614|07/03/2014||0|0
A0707-00003-2012-BP01|ERECTION OF A 2-STOREY TERRACE DWELLING HOUSE WITH A BASEMENT AND AN ATTIC ON LOT(S) 01021W MK18 AT 28 JALAN CHEMPEDAK|LEE CHIEW LEONG|201440645|07/03/2014|347.63|700000|1
A1454-01254-2012-BP01|ERECTION OF A 3-STOREY CORNER TERRACE DWELLING HOUSE WITH ATTIC ON LOT 04218W MK 26 AT 5 LORONG 107 CHANGI|LEE TECK MENG|201440646|07/03/2014|375.13|685000|1
A1658-00058-2012-BP01|ERECTION OF A 2-STOREY SEMI-DETACHED DWELLING HOUSE WITH ATTIC ON LOT 98217V MK18 AT 58 KENSINGTON PARK ROAD (BREAK-OFF FROM HOUSE NO. 60 KENSINGTON PARK ROAD)|MS. ANG WEI MEIN|201440650|07/03/2014|474.104|660000|1
E3297-00007-2013-ST01|EXTERNAL WORKS AT JURONG ISLAND ON LOT(S) 02433L  & 03093K  MK34|CHEANG YEW KEE|201440641|07/03/2014||0|0
A0969-01209-2012-BP01|ERECTION OF A 3-STOREY INTERMEDIATE TERRACE DWELLING HOUSE WITH AN ATTIC & ROOF TERRACE ON LOT 98306W  MK17 AT 6B JALAN KEMAMAN|LOOI KAI SENG|201440649|07/03/2014|368.8|600000|1
A0610-00348-2012-BP01|ADDITIONS & ALTERATIONS TO EXISTING AIRPORT LOGISTICS PARKS CHECKPOINT ON LOTS 04361V , 04795T  & 04820V  MK 31 AT 111 ALPS AVENUE-THIS TOP IS ISSUED FOR SHELTER FOR RSP SCANNER INCLUDING 2 NOS OF SHIELDING RC WALLS, METAL CONTAINER TO HOUSE UPS EQUIPMENT & DRIVEWAYS ONLY|KOH TIEN BENG|201440654|07/03/2014|1580.6|7100000|0
A0833-00976-2010-BP01|ERECTION OF A 2-STOREY SEMI-DETACHED DWELLING HOUSE WITH ATTIC ON LOT 04330P MK 18 AT 6 KASAI ROAD|CHER TSE SUAH|201440724|12/03/2014|491.78|1062500|1
A0712-00210-2011-BP01|ERECTION OF 15 UNITS OF ENVELOPE CONTROL TERRACE DWELLING HOUSES INCLUDING 9 INTERMEDIATE AND 6 CORNER UNITS ON LOT 03363X MK 19 AT 1, 3, 5, 7, 9, 11, 13, 15, 17, 19 & 21 WAK HASSAN PLACE AND 71, 73, 75 & 77 WAK HASSAN DRIVE|LAURENCE TAN JER KIAT|201440731|13/03/2014|7256.26|18000000|15
A1756-00006-2011-BP01|ADDITIONS & ALTERATIONS TO EXISTING PUBLIC HOUSING DEVELOPMENT, BLK 133 TO 143 WITH NEW LIFTS / LIFT LOBBIES AT MARSILING ROAD & MARSILING RISE (LIFT UPGRADING PROGRAMME) -[THIS TEMPORARY OCCUPATION PERMIT IS GRANTED FOR BLOCK 134 LIFT C,  BLOCK 140 LIFT A & B AND BLOCK 143 LIFT A & B ONLY]|LIM KENG YONG|201440725|13/03/2014||0|0
A1590-00458-2012-BP01|PROPOSED ERECTION OF A 4-STOREY SINGLE USER WAREHOUSE WITH 2 LEVEL OF ANCILLARY OFFICES (PAYA LEBAR PLANNING AREA) ON LOT(S) 00802X  MK30 AT TAMPINES ROAD TAMPINES LOGISPARK-THIS TOP IS FOR FIRST TO 4TH STOREY ONLY|JIN SUNG|201440547|01/03/2014||0|0
