PROJECT REFERENCE NUMBER|PROJECT TITLE|DATE APPROVED
A1404-00301-2010-CN02|PROPOSED ERECTION OF A BLOCK OF 5-STOREY MIXED DEVELOPMENT BUILDING WITH AN ATTIC AND 2 BASEMENTS MECHANISED CAR PARKS COMPRISING OF COMMERCIAL AT 1ST STOREY (56 COMM UNITS) AND RESIDENTIAL FROM 2ND TO 5TH STOREY (140 RESI FLATS) ON LOT 12823C MK 18 AT YIO CHU KANG ROAD|18/02/2015
A0712-00311-2011-CN03|PROPOSED CONDOMINIUM HOUSING DEVELOPMENT COMPRISING 4 BLOCKS OF 18 STOREY RESIDENTIAL UNITS, 2 BLOCKS OF 16 STOREY RESIDENTIAL UNITS WITH 2 LEVEL BASEMENT CARPARKS, ANCILLARY FACILITIES AND SWIMMING POOL (TOTAL= 493 RESIDENTIAL UNITS + 1 SHOP UNIT) ON LOT 09460X MK 22 AT UPPER SERANGOON VIEW|09/02/2015
A0849-00106-2010-CN03|PROPOSED WATERFRONT PUBLIC HOUSING DEVELOPMENT COMPRISING 3 INTERLINKED BLOCKS OF 18-STOREY RESIDENTIAL FLATS (TOTAL 804 UNITS) WITH   BASEMENT CAR PARK AT LOT NO. 2334N PT, 1556X PT, 1242K, 1241A PT & 2045V PT, MK 21 AT  PUNGGOL WAY / PUNGGOL WALK / SUMANG LINK (PUNGGOL WEST CONTRACT 22)|13/02/2015
E2554-00115-2012-CN01|PROPOSED RE-CONSTRUCTION OF THE EXISTING  2-STOREY TO 3-STOREY SEMI-DETACHED DWELLING  HOUSE WITH ATTIC AND SWIMMING POOL ON LOTS  05916A & 05918N MK 22 AT 45 PHILLIPS AVENUE (HOUGANG), SINGAPORE 546982|24/02/2015
A1409-00023-2011-CN07|PROPOSED NEW ERECTION OF 12-BLOCKS OF 15/16-STOREY EXECUTIVE CONDOMINIUM HOUSING DEVELOPMENT [TOTAL 670 UNITS], COMPRISING OF BASEMENT CARPARKS, COMMUNAL FACILITIES AND SWIMMING POOL ON LOT 2853V MK29, TAMPINES CENTRAL 7|09/02/2015
A1252-00436-2007-CN03|PROPOSED CONDOMINIUM HOUSING DEVELOPMENT COMPRISING 12 BLOCKS OF 12/13/14 STOREY RESIDENTIAL FLATS (892 UNITS) WITH 1 BASEMENT CARPARK, SWIMMING POOL & COMMUNAL FACILITIES ON LOT 2816C MK 29 AT PASIR RIS GROVE & PASIR RIS DRIVE 8|09/02/2015
A2092-00038-2013-CN01|PROPOSED ERECTION OF A 2-STOREY INTERMEDIATE TERRACE DWELLING HOUSE WITH AN ATTIC ON LOT 00567V MK 02 AT 124 FARRER ROAD SINGAPORE 259254|03/02/2015
A1937-00042-2013-CN01|PROPOSED NEW ERECTION OF A 3-STOREY SEMI-DETACHED DWELLING HOUSE WITH AN ATTIC ON LOT 06571C MK24 AT 73A LORONG GAMBIR, SINGAPORE 536622|17/02/2015
A0781-00003-2012-CN03|PROPOSED RESIDENTIAL PUBLIC HOUSING DEVELOPMENT COMPRISING OF 6 BLOCKS OF 19-STOREY FLATS (TOTAL : 637 UNITS), 1 BLOCK OF MULTI-STOREY CAR PARK WITH COMMUNITY FACILITIES, PRECINCT PAVILION & ESS ON LOT 09785L PT MK 24 AT CIRCUIT ROAD, SINGAPORE 379499|16/02/2015
A0781-00035-2011-CN03|PROP.PUBLIC HOUSING DEVT.COMPRISING 1 BLK(14-STY), 2 BLKS(17-STY),2 BLKS(18-STY),2 BLKS(19-STY)RESI.BLDG (TOTAL:862 UNITS) WITH 1 BLK (6/6 STY)MSCP, ESS, PRECINCT PAVILION, COMMERCIAL, RC CENTRE ON LOT 01643K MK14 AT BT.PANJANG N4 C15 AT FAJAR RD|16/02/2015
A1653-13252-2013-CN01|PROPOSED NEW ERECTION OF 1 UNIT OF 3-STOREY SEMI-DETACHED DWELLING HOUSE WITH ATTIC AND SWIMMING POOL ON LOT 00466A MK28 AT NO. 32 JALAN PERGAM, SINGAPORE 488308|02/02/2015
A1656-00002-2010-CN03|PROPOSED MIXED DEVELOPMENT COMPRISING 2 BASEMENT CARPARKS WITH RETAIL USE, INTEGRATED BUS INTERCHANGE, FLAT DEVELOPMENT COMPRISING 8 BLKS OF 15-STY RESIDENTIAL APARTMENTS (TOTAL 583 UNITS) WITH 3-STY PODIUM COMPRISING 2 -STY CARPARKS WITH ANCILLARY FACILITIES INCORPORATING UPN ON LOT 10724L, 80007X MK27 AT , NEW UPPER CHANGI ROAD, BEDOK NORTH DRIVE|18/02/2015
A1387-00373-2009-CN05|PROPOSED PUBLIC HOUSING DEVELOPMENT COMPRISING 5 BLOCKS OF 40/ 43-STOREY RESIDENTIAL BUILDINGS (TOTAL: 758 UNITS) WITH COVERED COMMUNAL LANDSCAPE AREAS, SKY TERRACES, 4-STOREY CAR PARK DECKS, COMMERCIAL & FUTURE COMMUNITY FACILITIES & ELECTRICAL SUB-STATION ON LOT 234L, 235C, 246N, 247X, 3452L, 3453C, 98931V, 98932P, 98933T, 98934A, 98935K, 98936N, 98937X, 98938L, 98939C, 98940X, 98941L, 98942C, 98943M, 98944W, 98945V, 98946P, 98947T, 98948A, 98949K, 98950T, 98951A, 98952K, 98953N, 98954X, 98955L, 98956C, 98957M, 98958W MK02 AT , DAWSON ROAD, SINGAPORE 142089|26/02/2015
A2027-20027-2013-CN01|PROPOSED NEW ERECTION OF A 2-STOREY DETACHED HOUSE WITH BASEMENT ON LOT 618L MK02 AT 54D , KINGS ROAD, SINGAPORE  268104|04/02/2015
A2081-88048-2013-CN01|PROPOSED ERECTION OF A  3-STOREY SEMI-DETACHED DWELLING HOUSE WITH  AN ATTIC AND ROOF TERRACE ON LOT 04454K MK17 AT 48, BOUNDARY ROAD, SINGAPORE 549973|27/02/2015
A0650-00508-2012-CN01|PROPOSED ERECTION OF A 2-STOREY DETACHED DWELLING HOUSE (GCBA) WITH BASEMENT, ATTIC & SWIMMING POOL ON LOT01332V MK02 AT 1B, WOOLLERTON PARK, SINGAPORE 257505|25/02/2015
A0781-00003-2012-CN02|PROPOSED RESIDENTIAL PUBLIC HOUSING DEVELOPMENT COMPRISING OF 6 BLOCKS OF 19-STOREY FLATS (TOTAL : 637 UNITS), 1 BLOCK OF MULTI-STOREY CAR PARK WITH COMMUNITY FACILITIES, PRECINCT PAVILION & ESS ON LOT 09785L PT MK 24 AT CIRCUIT ROAD, SINGAPORE 379499|16/02/2015
A1164-00001-2010-CN04|PROPOSED ERECTION OF CONDOMINIUM COMPRISING OF 5 BLOCKS (19, 21, 22, 23-STOREY) RESIDENTIAL FLATS (TOTAL 521 UNITS) WITH 2 BASEMENT CARPARKS, SWIMMING POOL AND COMMUNAL FACILITIES ON LOTS 4340A MK 20 AT SENGKANG WEST AVE / FERNVALE LINK,  SINGAPORE 000000|10/02/2015
A0930-00007-2011-CN03|PROPOSED PUBLIC HOUSING DEVELOPMENT COMPRISING 5 BLOCKS OF 11/13/15/18-STOREY RESIDENTIAL BUILDING (TOTAL 661 UNITS) AND 1 BLOCK OF MULTI-STOREY CAR PARK, WITH COMMUNITY FACILITIES & PRECINCT PAVILION ON LOT 00789K,00804X, 02468N MK21 AT PUNGGOL DRIVE / PUNGGOL EAST (PGE C34)|18/02/2015
A2145-00001-2010-CN03|AMENDMENT TO PROPOSED CONDOMINIUM DEVELOPMENT COMPRISING 4 BLOCKS OF 15-STOREY RESIDENTIAL FLATS (561 UNITS) WITH COMMERCIAL SHOP, 2 BASEMENT CAR PARK, SWIMMING POOLS AND ANCILLARY FACILITIES ON LOT 07134C MK28 AT BEDOK RESERVOIR ROAD, SINGAPORE 479265|05/02/2015
A0814-00006-2011-CN07|PROPOSED ERECTION OF FLAT DEVELOPMENT COMPRISING 3 BLOCKS OF 14-STOREY BUILDING, 1 BLOCK OF 15-STOREY BUILDING AND 4 BLOCKS OF 18-STOREY BUILDING (TOTAL: 702 UNITS) WITH 4 LEVELS OF BASEMENT CARPARKS, SWIMMING POOL AND COMMUNAL FACILITIES ON LOT 10313C MK 24 AT BARTLEY ROAD/LORONG HOW SUN, SINGAPORE 539785|11/02/2015
A1694-00176-2010-CN01|PROPOSED ERECTION OF A 8-STOREY RESIDENTIAL FLAT (TOTAL 36 UNITS) WITH 1ST STOREY AND BASEMENT COMMERCIAL SHOPS (TOTAL 9 UNITS) MECHANICAL CAR PARKS AND COMMUNAL FACILITIES ON LOTS 00213N, 00212K AND 00205V TS 9 AT NO.233 RIVER VALLEY ROAD, SINGAPORE 238291|05/02/2015
A1753-00208-2013-CN01|PROPOSED NEW ERECTION OF 2 UNITS OF 2 STOREY DETACHED HOUSES WITH SWIMMING POOL AND ATTIC ON LOT 01553K MK15 AT NO.18 VANDA DRIVE (BUKIT TIMAH PLANNING AREA), SINGAPORE 287856|10/02/2015
A1038-00010-2010-CN01|PROPOSED ERECTION OF 2 UNITS OF 3-STOREY SEMI-DETACHED DWELLING HOUSES EACH WITH AN ATTIC ON LOTS 97064C, 09452N & 10310L (FORMERLY KNOWN AS 09454L PT) MK 26 AT 106 JOO CHIAT PLACE (GEYLANG PLANNING AREA), SINGAPORE 427833|13/02/2015
A1553-00201-2011-CN02|PROPOSED NEW ERECTION OF 3 BLOCKS OF 5-STOREY RESIDENTIAL FLATS (TOTAL 74 UNITS) WITH ATTIC, ROOF TERRACE, SWIMMING POOL, & BASEMENT CARPARKS ON LOT/S 07407P & 06100N MK 26 AT 70 & 72 LORONG K TELOK KURAU (BEDOK PLANNING AREA) , SINGAPORE 425687|13/02/2015
A1149-01535-2012-CS04|PROPOSED AMENDMENT TO APPROVED  CONDOMINIUM HOUSING DEVELOPMENT COMPRISING 3 BLOCKS OF 8-STOREY RESIDENTIAL FLATS (TOTAL OF 106 UNITS) WITH ATTIC, A BASEMENT CARPARK AND COMMUNAL FACILITIES ON LOT 99581P MK 02 AT FARRER DRIVE (TANGLIN PLANNING AREA)|05/02/2015
A0781-00007-2007-CS06|PROPOSED COMMERCIAL & RESIDENTIAL DEV'T COMPRISING 1 BLK OF 54-STY FLATS (510 UNITS), 1 BLK OF 23-STY OFFICE BLDG, 2 BASEMENTS (M&E, CAR PARK & SERVICES),  7-STY  PODIUM (2-STY COMMERCIAL & 5-STY CAR PARKS) WITH SWIMMING POOL & COMMUNAL FACILITIES ON LOT 00080T TS 30 AT NO. 5 SHENTON WAY (DOWNTOWN CORE PLANNING AREA)|06/02/2015
A1404-00384-2013-CS02|PROPOSED ERECTION OF A BLOCK OF 8 STOREY RESIDENTIAL FLATS (TOTAL 30 UNITS) WITH AN ATTIC, A SURFACE AND MECHANICAL CARPARK AND PROVISION FOR A SWIMMING POOL ON LOTS 03467X, 03468L & 03469C MK25 AT LORONG 32 GEYLANG (GEYLANG PLANNING AREA)|03/02/2015
A2037-00006-2014-CS01|PROPOSED ERECTION OF A 2-STOREY BUNGALOW WITH A SWIMMING POOL ON LOT(S) 05066X  MK04 AT 14 CORNWALL GARDENS SINGAPORE 269642|12/02/2015
A1758-00060-2014-CS01|PROPOSED ERECTION OF A 2-STOREY DETACHED DWELLING HOUSE ON LOT 99511T MK 15 AT 16 DAFFODIL DRIVE SINGAPORE 579063 (ANG MO KIO PLANNING AREA)|16/02/2015
E1439-01210-2014-CS01|PROPOSED ERECTION OF A 3-STOREY INTERMEDIATE TERRACE DWELLING HOUSE WITH AN ATTIC ON LOT 07426K MK27 AT 28 FIGARO STREET|25/02/2015
A1278-01427-2014-CS01|PROPOSED ERECTION OF 6 UNITS OF 2-STOREY DETACHED DWELLING HOUSE WITH BASEMENT, ATTIC AND SWIMMING POOL EACH ON LOTS 581T, 580P & 579A MK 21 AT PONGGOL TWENTY-FOURTH AVENUE|24/02/2015
A0814-00015-2013-CS01|PROPOSED PUBLIC HOUSING DEVELOPMENT COMPRISING 10 BLOCKS OF 14-STOREY, 3 BLOCKS OF 15-STOREY AND 1 BLOCK OF 16-STOREY RESIDENTIAL BUILDING (TOTAL : 1578 UNITS) WITH 2 BLOCKS OF MULTI-STOREY CARPARK WITH COMMERCIAL FACILITIES, CHILD CARE CENTRE, ESS, PRECINCT PAVILIONS AND SOCIAL COMMUNITY FACILITIES ON LOT(S) 4929W PT MK10|02/02/2015
A1652-00034-2014-CS01|PROPOSED ERECTION OF 2 UNITS OF 2-STOREY DETACHED DWELLING HOUSES EACH  WITH A BASEMENT, SWIMMING POOL & ATTIC MK04 ON LOT 01191N AT 7 NAMLY VIEW (BUKIT TIMAH PLANNING AREA)|03/02/2015
A0979-00109-2013-CS01|PROPOSED ERECTION OF 1 BLOCK OF 5 STOREY APARTMENT BUILDING WITH AN ATTIC/ROOF TERRACE (TOTAL 15 UNITS) COMPRISING OF SWIMMING POOL, RECREATIONAL FACILITIES, CARPARKS AT 1ST STOREY ON LOT 96368K MK 25 AT 12 SERAYA LANE, SINGAPORE 437279|17/02/2015
A1758-00059-2014-CS02|PROPOSED ERECTION OF A 3-STOREY INTERMEDIATE TERRACE DWELLING HOUSE WITH ATTIC ON LOT 00574N MK 10 AT 9 LORONG PISANG ASAM SINGAPORE 597963|26/02/2015
A0779-00013-2014-CS03|PROPOSED PUBLIC HOUSING DEVT COMPRISING 6 BLKS OF 13-STY RESIDENTIAL BLDG (TOTAL: 588 UNITS) WITH 1 BLK OF 7/7  STY MSCP, ESS,PRECINCT PAVILION, CHILDCARE CENTRE, FUTURE SOCIAL COMMUNITY FACILITIES AT YISHUN N6 C20  AT YISHUN RING ROAD / YISHUN AVENUE 4 ON LOT(S) 03708P PT MK19|24/02/2015
E2441-00926-2014-CS01|PROPOSED ERECTION OF 2-STOREY INTERMEDIATE TERRACE HOUSE ON LOT 01417C MK 18 AT 29 JALAN GELENGGANG|11/02/2015
A0814-00012-2013-CS01|PROPOSED PUBLIC HOUSING DEVELOPMENT COMPRISING 1 BLOCK OF 27-STOREY RESIDENTIAL BUILDING (TOTAL 286 UNITS) WITH A BLOCK OF MULTI-STOREY CAR PARK COMPRISING SENIOR ACTIVITY CENTRE PRECINCT PAVILION & ESS AT BUKIT BATOK STREET 31 (BT BATOK N3 C13) ON LOT(S) 3197X  MK10|06/02/2015
E2582-00005-2014-CS01|PROPOSED ERECTION OF A 2 STOREY INTERMEDIATE TERRACE DWELLING HOUSE WITH AN ATTIC ON LOT 94155N MK26 AT 5 SIGLAP AVENUE SOUTH|06/02/2015
A1351-00501-2014-CS01|PROPOSED ERECTION OF A 2-STOREY DETACHED DWELLING HOUSE ON ON LOT(S) 94773W  MK26|09/02/2015
A0779-00011-2014-CS03|PROPOSED PUBLIC HOUSING DEVT COMPRISING OF 1 BLKS OF 15/19, 10/11, 14/18, 7/19-STY, 2 BLKS OF 18-STY RESI. FLATS (TOTAL 582 UNITS), 1 BLK OF COMML FACILITIES, 1 BLK OF 7-STY MSCP, 1 BLK OF PAVILION, 2 NOS OF ESS AND COMMUNAL FACILITIES - PEC35 ON LOT(S) 0788A PT, 2574N PT & 2610V PT MK21 AT PUNGGOL EAST SINGAPORE 820658|27/02/2015
A1614-00380-2014-CS01|PROPOSED ERECTION OF 3-STOREY INTERMEDIATE TERRACE DWELLING HOUSE WITH AN ATTIC ON LOT 04861N MK22 AT 10E ROBEY CRESCENT|27/02/2015
A1278-01413-2014-CS02|PROPOSED ERECTION OF A 2-STOREY INTERMEDIATE TERRACE DWELLING HOUSE WITH BASEMENT AND AN ATTIC ON LOT 680T MK 18, AT 31 JALAN LANJUT, SINGAPORE 577674|02/02/2015
A0712-01121-2012-CS06|PROPOSED CONDOMINIUM HOUSING DEVELOPMENT COMPRISING 6 BLOCKS OF 15-STOREY RESIDENTIAL FLATS AND 15 STRATA TERRACE UNITS WITH SWIMMING POOL, ANCILLARY FACILITIES (TOTAL=393 UNITS) AND 1 BASEMENT CARPARK ON LOT 09582C MK22 AT KOVAN ROAD, SIMON ROAD (HOUGANG PLANNING AREA)|13/02/2015
A1753-00219-2014-CS02|PROPOSED ERECTION OF A 2 STOREY SEMI-DETACHED DWELLING HOUSE WITH AN ATTIC AND A BASEMENT ON LOT 01358K MK 15 AT NO.151 THOMSON RIDGE (BISHAN PLANNING AREA)|23/02/2015
A1716-00001-2013-CS03|PROPOSED FLAT HOUSING DEVELOPMENT COMPRISING OF 1 BLOCK OF 40 STOREY RESIDENTIAL BUILDING (TOTAL: 429 UNITS) WITH 4 BASEMENT DROP-OFF/ CARPARK, SWIMMING POOL, LANDSCAPE DECK AND COMMUNAL FACILITIES ON LOT 04043W MK 01 AT ALEXANDRA VIEW (PARCEL B) BUKIT MERAH PLANNING AREA|13/02/2015
A0819-00188-2014-CS01|PROPOSED ERECTION OF A 3-STOREY CORNER TERRACE DWELLING HOUSE WITH AN ATTIC ON LOT(S) 03915P  MK28|06/02/2015
A1477-00001-2012-CS02|PROPOSED ERECTION OF 5 BLOCKS OF 18-STOREY CONDOMINIUM (TOTAL 337 UNITS) WITH 1 BASEMENT CARPARK, SWIMMING POOL & CLUBHOUSE FACILITIES AND 1 UNIT OF SHOP AT 105 TAMPINES ROAD & 107 TAMPINES ROAD, SINGAPORE (HOUGANG PLANNING AREA) ON LOT(S) 02248M , 02250C , 02278C , 02694X , 05163K , 99440A , 99453T  & 99478W  MK22 AT 107 TAMPINES ROAD SINGAPORE 535127,  105 TAMPINES ROAD SINGAPORE 535127|17/02/2015
A1851-01835-2013-CS01|PROPOSED NEW ERECTION OF A PAIR OF 2-STOREY SEMI-DETACHED DWELLING HOUSES EACH WITH BASEMENT AND ATTIC AT 46 POOLE ROAD (MARINE PARADE PLANNING AREA) ON LOT(S) 2837C  MK25 AT 46 POOLE ROAD SINGAPORE 437534|18/02/2015
A0808-00028-2014-CS01|PROPOSED NEW ERECTION OF A 2-STOREY CORNER TERRACE DWELLING HOUSE WITH AN ATTIC ON LOT 97442P MK 18 AT NO 36 BLANDFORD DRIVE|12/02/2015
A1044-01223-2013-CS01|PROPOSED ERECTION OF A 2-STOREY SEMI DETACHED DWELLING HOUSE ON LOT 01021C MK 16 AT 51 JALAN WAJEK SINGAPORE 588500 (BUKIT TIMAH PLANNING AREA)|06/02/2015
A0814-00015-2013-CS02|PROPOSED PUBLIC HOUSING DEVELOPMENT COMPRISING 10 BLOCKS OF 14-STOREY, 3 BLOCKS OF 15-STOREY AND 1 BLOCK OF 16-STOREY RESIDENTIAL BUILDING (TOTAL : 1578 UNITS) WITH 2 BLOCKS OF MULTI-STOREY CARPARK WITH COMMERCIAL FACILITIES, CHILD CARE CENTRE, ESS, PRECINCT PAVILIONS AND SOCIAL COMMUNITY FACILITIES ON LOT(S) 4929W PT MK10|25/02/2015
A1716-00001-2013-CS02|PROPOSED FLAT HOUSING DEVELOPMENT COMPRISING OF 1 BLOCK OF 40 STOREY RESIDENTIAL BUILDING (TOTAL: 429 UNITS) WITH 4 BASEMENT DROP-OFF/ CARPARK, SWIMMING POOL, LANDSCAPE DECK AND COMMUNAL FACILITIES ON LOT 04043W MK 01 AT ALEXANDRA VIEW (PARCEL B) BUKIT MERAH PLANNING AREA|05/02/2015
A0889-00103-2012-CS02|PROPOSED NEW ERECTION OF A 2-STOREY INTERMEDIATE TERRACE HOUSE WITH AN ATTIC ON LOT 01448C MK 18 AT NO. 91 JALAN GELENGGANG SINGAPORE 578265|13/02/2015
A0814-00013-2013-CS01|PROPOSED PUBLIC HOUSING DEVELOPMENT COMPRISING 1 BLOCK OF 16-STOREY RESIDENTIAL BUILDING (TOTAL 149 UNITS) WITH A BLOCK OF MULTI-STOREY CARPARKCOMPRISING SENIOR ACTIVITY CENTRE AND PRECINCT PAVILION AT JURONG WEST STREET 71 (JURONG WEST N7 C15) ON LOT(S) 717WPT PT MK09|05/02/2015
A1621-00001-2013-CS03|PROPOSED NEW ERECTION OF 2 STOREY DETACHED DWELLING HOUSE WITH BASEMENT AND ATTIC ON LOT 94449K MK 26 AT 44 DUNBAR WALK (BEDOK PLANNING AREA)|24/02/2015
A1369-01846-2013-CS01|PROPOSED PUBLIC HOUSING DEVELOPMENT COMPRISING 4 BLOCKS OF 36-STOREY RESIDENTIAL BUILDING (TOTAL 557 UNITS), 1 BLOCK OF 7-STOREY MULTI-STOREY CARPARK INCLUDE 1 NO. OF PRECINCT PAVILION, COMMUNITY FACILITIES & 1 NO. OF ESS FOR TOA PAYOH NEIGHBOURHOOD 2 CONTRACT 23A ON LOT(S) 3616L PT, 3617C PT, 3618M  & 4057C PT MK17 AT TOA PAYOH EAST SINGAPORE 310032|03/02/2015
A0854-00253-2014-CS01|PROPOSED ERECTION OF A 3-STOREY TERRACED DWELLING HOUSE WITH ATTIC ON LOT 3047T MK 23 AT 8A JALAN ISHAK|13/02/2015
A1595-00177-2014-CS01|PROPOSED NEW ERECTION OF A 2-STOREY INTERMEDIATE TERRACE DWELLING HOUSE WITH AN ATTIC ON LOT 00539P MK18 AT 10 SERAYA CRESCENT (ANG MO KIO PLANNING AREA)|09/02/2015
A1278-01429-2014-CS01|PROPOSED ERECTION OF A 2-STOREY INTERMEDIATE TERRACE DWELLING HOUSE WITH AN ATTIC ON LOT 98956X MK 18, AT 37 FARLEIGH AVENUE, SINGAPORE 557812|02/02/2015
A0934-00158-2014-CS01|PROPOSED ERECTION OF A PAIR OF SEMI-DETACHED DWELLING HOUSE WITH ATTIC AND SWIMMING POOL ON LOT 97693M MK18 AT 86 BORTHWICK DRIVE|12/02/2015
A1356-10003-2014-CS01|PROPOSED NEW ERECTION OF A 3 STOREY SEMI-DETACHED DWELLING HOUSEWITH AN ATTIC ON LOT 02268W MK 20 AT NO.29 LENTOR TERRACE(ANG MO KIO PLANNING AREA)|16/02/2015
A0449-00030-2014-CS01|PROPOSED RECONSTRUCTION TO EXISTING SINGLE STOREY INTERMEDIATETERRACE DWELLING HOUSE WITH ADDITION OF SECOND STOREY AND AN ATTIC ON LOT 98237A MK18 AT 5 WORTHING ROAD|04/02/2015
A0781-00032-2011-CD02|PROPOSED PUBLIC HOUSING DEVELOPMENT COMPRISING 6 BLOCKS OF 17-STOREY RESIDENTIAL FLATS (TOTAL 700 UNITS) WITH 1 BLOCK OF MULTI-STOREY CARPARK, COMMUNAL FACILITIES, PRECINCT PAVILION & ESS AT JURONG WEST CENTRAL 2 / JURONG WEST CENTRAL 3- N6 C31 ON LOT(S) 4021W PT, 4022V  & 4477X PT MK06 AT JURONG WEST CENTRAL 2 SINGAPORE 123456|21/02/2014
A1553-00110-2011-CD02|PROPOSED NEW ERECTION OF 2-STOREY DETACHED DWELLING HOUSE WITH BASEMENT, ATTIC AND SWIMMING POOL ON LOT 98965P MK-18 AT 02 TAVISTOCK AVENUE (SERANGOON PLANNING AREA)|21/02/2014
A1525-00016-2013-CD01|PROPOSED ERECTION OF LANDED HOUSING DEVELOPMENT COMPRISING 31 UNITS OF 3-STOREY TERRACE DWELLING HOUSES WITH ATTIC AND BASEMENT ON LOT 01305LMK05 AT LORONG KISMIS, ENG KONG TERRACE (BUKIT TIMAH PLANNING AREA)|28/02/2014
A1753-00219-2014-CD01|PROPOSED ERECTION OF A 2 STOREY SEMI-DETACHED HOUSE WITH AN ATTIC AND A BASEMENT ON LOT 01358K MK 15 AT NO.151 THOMSON RIDGE (BISHAN PLANNING AREA)|26/02/2014
A1703-10216-2013-CD01|PROPOSED ERECTION OF A 3-STOREY SEMI-DETACHED DWELLING HOUSE WITH ROOF TERRACE ON LOT 04390L MK 22 AT 25 FLOWER ROAD|07/02/2014
A1404-00357-2012-CD02|PROPOSED ERECTION OF A BLOCK OF 8 STOREY RESIDENTIAL FLAT DEVELOPMENT WITH ATTIC (TOTAL 112 UNITS), SURFACE AND MECHANICAL CAR PARK AND PROVISION FOR A SWIMMING POOL ON LOT 03059T MK 25 AT LORONG 20 GEYLANG (GEYLANG PLANNING AREA)|05/02/2014
E2078-00004-2011-CD02|PROPOSED ERECTION OF A 2-STOREY INTERMEDIATE TERRACE  DWELLING HOUSE WITH AN ATTIC ON LOT 98053W MK27 AT 4 DIDO STREET SINGAPORE 459464. (BEDOK PLANNING AREA.)|13/02/2014
A1445-01136-2011-CD04|ERECTION OF A BLOCK OF 5-STOREY RESIDENTIAL APARTMENT WITH AN ATTIC (TOTAL : 60 UNITS) WITH BASEMENT CARPARK, SWIMMING POOL & ROOF TERRACE ON LOT 03569T MK 22 AT NO.1 JALAN NAUNG|25/02/2014
E1615-00044-2013-CD01|PROPOSED ERECTION OF A 2-STOREY SEMI-DETACHED HOUSE WITH AN ATTIC ON LOT 98123X MK 18  AT 45 CHARTWELL DRIVE SINGAPORE 558739|15/02/2014
A0781-00033-2010-CN02|PROPOSED EXECUTIVE CONDOMINIUM HOUSING DEVELOPMENT COMPRISING 2 BLOCKS OF 18-STOREY & 1 BLOCK OF 16-STOREY APARTMENTS (TOTAL: 315 UNITS) WITH LANDSCAPE DECK, COMMON BASEMENT CARPARKS AND COMMUNAL FACILITIES ON LOT 2826K MK 29 AT PASIR RIS DRIVE 1 / ELIAS ROAD [PASIR RIS PLANNING AREA] ON LOT 2826K MK29|27/02/2014
A1369-00667-2007-CN02|PROPOSED CONDOMINIUM DEVELOPMENT COMPRISING OF 2 BLOCKS OF 30-STOREY APARTMENT FLAT (TOTAL 175 UNITS) WITH PROVISION FOR 1 BLOCK OF 6-DECKS OF MULTI-STOREY CAR PARK, 2 LEVELS SKY TERRACES, SWIMMING POOL AND OTHER COMMUNAL FACILITIES ON LOT 827A TS 28 AT KHIANG GUAN AVE / LINCOLN ROAD FOR M/S PHILEAP PTE LTD (NOVENA PLANNING AREA)|27/02/2014
A1369-00970-2010-CN07|PROP. PUBLIC HOUSING DEVT COMPRISING 12 BLKS OF 15-STY RESIDENTIAL BLDG (TOTAL 1400 UNITS) WITH COMMUNITY FACILITIES, 1 BLK OF 6/6-STY & 1 BLK OF 6/7-STY MULTI-STOREY CARPARK, 2 NOS. OF PRECINCT PAVILIONS, ESS & A NEIGHBOURHOOD PARK AT YISHUN AVENUE 9 FOR NEIGHBOURHOOD 3 CONTRACT 23 ON  LOT3069W PT MK 19, YISHUN AVENUE 9, SINGAPORE 760315|17/02/2014
A1533-00010-2013-CN01|PROPOSED NEW ERECTION OF A 3 STOREY CORNER TERRACE DWELLING HOUSE ON LOT 00904K MK22, AT 81, JALAN LIMBOK, SINGAPORE 548749|18/02/2014
A1088-00942-2010-CN01|PROPOSED PUBLIC HOUSING DEVELOPMENT COMPRISING 1 BLK OF 34-STOREY, 1 BLK OF 28-STOREY & 2 BLKS OF 24-STOREY RESIDENTIAL BUILDING (TOTAL 741 UNITS) WITH MSCP, ESS, PRECINCT PAVILION & COMMUNAL FACILITIES AT BUKIT PANJANG N6C10 (SENJA ROAD) ON LOT 1268T, 1442M, 1645X MK14|27/02/2014
A0562-01205-2012-CN01|PROPOSED ERECTION OF ONE PAIR OF 3-STOREY SEMI-DETACHED DWELLING HOUSE WITH ATTIC AND A SWIMMING POOL FOR PLOT 1 ONLY ON LOT 8336L & 8335X PT MK 22 AT 1218 UPPER SERANGOON ROAD SINGAPORE 534792 (HOUGANG PLANNING AREA)|13/02/2014
A1365-02283-2007-CN04|PROPOSED CONDOMINIUM HOUSING DEVELOPMENT COMPRISING 4 BLOCKS (E1, E2, E3 & F) OF 3 STOREY FLATS AND 6 BLOCKS ( A, B, C, D, G & H) OF 5 STOREY FLATS (TOTAL 393 UNITS) WITH BASEMENT CARPARKS AND COMMUNAL FACILITIES ON LOT 06495W MK 27 AT SIGLAP ROAD|14/02/2014
