TITLE|BUILDER|PROFESSIONAL ENGINEER|ARCHITECT
PROPOSED ERECTION OF A SINGLE USER LIGHT INDUSTRIAL DEVELOPMENT ON LOT4600VPT MK 07 AT TUAS VIEW DRIVE (TUAS PLANNING AREA)|MICHAEL FRANCIS ANDERSON , Lend Lease Singapore Pte Ltd|TAY AIK JIUN|SIM KOOI CHUAN
PROPOSED EXECUTIVE CONDOMINIUM HOUSING DEVELOPMENT COMPRISING OF 5 BLOCKS OF 20 STOREY RESIDENTIAL BUILDING (TOTAL 510 UNITS), 5 STOREY CARPARK WITH ROOF GARDEN, ESS & COMMUNAL/ ANCILLARY FACILITIES ON MK 06 LOT 04668N AT YUAN CHING ROAD/ TAO CHING ROAD ON LOT 04668N MK06 AT TAO CHING ROAD, YUAN CHING ROAD|WILLIAM ANG , WEE POH CONSTRUCTION CO. PTE LTD|NG KAI SING|YUEN YI MAY
PROPOSED RECONSTRUCTION TO AN EXISTING 3-STOREY SEMI-DETACHED DWELLING HOUSE INVOLVING WITH NEW ATTIC  @ 91 JALAN SENANG ON LOT 03928V & 03930W-PT MK28 AT 91 JALAN SENANG|NG BEOW HOCK , BEOW HOCK ENGINEERING PTE LTD|SOH MENG SENG|ZAHIDI AB RAHMAN
PROPOSED PUBLIC HOUSING DEVELOPMENT COMPRISING 11 BLOCKS OF 14/16-STOREY RESIDENTIAL BUILDING (TOTAL 1434 UNITS) WITH 2 BLOCKS OF MULTI-STOREY CARPARK, COMMERCIAL / COMMUNITY FACILITIES, PRECINCT PAVILION AND ESS AT WOODLANDS CRESCENT / WOODLANDS RISE(WO ON LOT 02428M, 04656L, 04658M, 04660C, 04681P, 05908L & 0880T MK13 AT WOODLANDS CRESCENT|Pay Teow Heng , TIONG SENG CONTRACTORS (PRIVATE) LIMITED|GOH CHEE KIONG|MDM SIW FER LIN
PROPOSED ERECTION OF 4-STOREY NEW TEMASEK CLUB ON LOTS 02321C PT& 02612K PT MK 16 AT RIFLE RANGE ROAD (BUKIT PANJANG PLANNING AREA)|GOH YIH JAU , KIENTA ENGINEERING CONSTRUCTION PTE LTD|SOO CHEE SERN|KOH CHUA LIAN
CONSTRUCTION OF ROADS, DRAINS, SEWERS,AND SERVICE TUNNELS AT MERANTI AVENUE EXTENSIONAND ANGSANA ROAD, JURONG ISLAND ON LOT 02433L, 02436W, 02963T & 03093K MK34 AT ANGSANA ROAD, MERANTI AVENUE|Low Choo Chong , CHYE JOO CONSTRUCTION PTE LTD|TAY HIN GUAN|
CONSTRUCTION OF ROADS, DRAINS, SEWERS,AND SERVICE TUNNELS AT MERANTI AVENUE EXTENSIONAND ANGSANA ROAD, JURONG ISLAND ON LOT 02433L, 02436W, 02963T & 03093K MK34 AT ANGSANA ROAD, MERANTI AVENUE|Low Choo Chong , CHYE JOO CONSTRUCTION PTE LTD|ER DR YONG DEUNG MING|
PROPOSED ERECTION OF A 2 STOREY INTERMEDIATE TERRACE DWELLING HOUSE WITH ATTIC ON LOT 1380C MK17 AT 60 JALAN SUKACHITA S(358936) (SERANGOON PLANNING AREA)|WONG SENG WEE , CONSTRUKT PTE. LTD.|OH CHOON CHYE|TEH KAN WEE WAGEN
PROPOSED ERECTION OF A 2-STOREY WITH ATTIC COMMERCIAL PARTY WALL DEVELOPMENT MK 15 ON LOT 01620W SOO CHOW WALK|LING SIOK MIAN (LIN SHUMIN) , DOXA RENO CONTRACTING SERVICES PTE. LTD.|Wang Khang Neng|QUEK CHENG KAY
PROPOSED ADDITIONS AND ALTERATIONS INVOLVING A NEW SINGLE STOREY THINNER STORAGE AT SHIPYARD COMPLEX ON LOTS 02376P, 02593X, 02592N, 02601K & 02602N MK 6 AT 11 JURONG PIER ROAD|CHUA NATHANIEL , ANG CHENG GUAN CONSTRUCTION PTE LTD|SAMUEL KUAN|
PROPOSED ERECTION OF A SINGLE USER LIGHT INDUSTRIAL DEVELOPMENT ON LOT4600VPT MK 07 AT TUAS VIEW DRIVE (TUAS PLANNING AREA)|MICHAEL FRANCIS ANDERSON , Lend Lease Singapore Pte Ltd|Lee Chi Kuan|SIM KOOI CHUAN
PROPOSED ERECTION  OF SINGLE-USE GENERAL INDUSTRIAL DEVELOPMENT COMPRISING A BLOCK 5-STOREY FACTORY BUILDING AND A BLOCK 6-STOREY FACTORY WITH TEMPORARY ANCILLARY WORKERS'  DORMITORY(FOR 468 WORKERS)  ON LOT 4155W ,MK06 AT 17 SOON LEE ROAD (JURONG WEST PLA|WANG WEE CHUN , LA BUILDING ENGINEERING PTE LTD|TANG ING HUA|TANG ING HUA
PROPOSED ERECTION OF A 2-STOREY DETACHED DWELLING HOUSE WITH A BASEMENT, AN ATTIC AND A SWIMMING POOL ON LOT 00405C MK21 AT 205F PONGGOL SEVENTEENTH AVENUE|PEH SHANNY , HG DEVELOPMENT PTE LTD|LIM KEAN TEONG|LOOI KAI SENG
PROPOSED ADDITIONS AND ALTERATIONS TO AN EXISTING 2-STOREY CONSERVATION BUILDING ON LOT 4512K PT MK31 AT 351 CRANWELL ROAD|PER TIAM HEE , SCT CONSTRUCTION PTE LTD|WU RUIXIN|NG HAK HAN BERNARD
PROPOSED ERECTION OF A 2 STOREY GOOD CLASS BUNGALOW WITH A SINGLE STOREY BASEMENT AND A SWIMMING POOL ON LOT 05103T MK04 AT 15 QUEEN ASTRID GARDENS|RICKY YAP KUI , CHH CONSTRUCTION SYSTEM PTE LTD|KEE KAM OON|TOH KIM YEN KIMBERLY
PROPOSED NEW ERECTION OF A 11 STOREY OFFICE AND RETAIL BUILDING WITH 2 BASEMENTS FORMING PART OF PROPOSED REDEVELOPMENT TO THE EXTG SCHP AND EXTG OE, A/A TO EXTG 2 STY CONSERVED BLDG, INCLUDING A SUBTERRANEAN PEDESTRIAN LINK WITH RETAIL USE AND A LINK BRID ON LOT 01013T TS27 AT 218 ORCHARD ROAD|Nam Won KANG , Hyundai Engineering & Construction|HU YANGFU|EDWARD HY WONG
PROPOSED ADDITIONS AND ALTERATIONS TO AN EXISTING 2-STOREY INTERMEDIATE TERRACE HOUSE ON LOT 02608L, MK 02 AT 28 KING'S ROAD SINGAPORE 268080|CHEW PENG CHUAN , BRICKFORD CONSTRUCTION PTE LTD|THAM CHAI LOCK|LEE SONG WEE
PROPOSED WINDOW'S AT EXISTING HDB FLAT ON LOT 03074XMK 6 AT BLOCK 694, JURONG WEST CENTRAL 1, #07-23, SINGAPORE 640694|NUR AZHAR B ABDUL HAMID , MBE BUILDING TECHNOLOGY PTE LTD|IRUDAYASAMY KANAGARAJ|IRUDAYASAMY KANAGARAJ
PROPOSED ERECTION OF A 3-STOREY SEMI-DETACHED HOUSE WITH ATTIC ON LOT 01016W MK27 AT 11 FOURTH STREET|Tong Kin Tong , Hock Hwa Builders Pte Ltd|PUA TECK SENG|KNG WEE BIN
PROPOSED ERECTION OF A 2-STOREY CORNER TERRACE DWELLING HOUSE WITH AN EXISTING BASEMENT ON LOT 01020M MK18 AT 26 JALAN CHEMPEDAK|Long Pooi Pooi , Toh Chye Hock Building Contractor Pte Ltd|Ng Boon Hoo|LIM HAN YONG AARON
PROPOSED ERECTION OF A PAIR OF 3-STOREY BACK-TO-BACK SEMI-DETACHED DWELLING HOUSES WITH ATTIC & SWIMMING POOL ON LOT 02134X MK27 AT 84 WOO MON CHEW ROAD (BEDOK PLANNING AREA)|LEE YUEN YONG , ASIA DEVELOPMENT PTE LTD|CHAN TUCK CHEONG|DESMOND CHEN YEW HUAT
PROPOSED ADDITIONS & ALTERATIONS TO EXISTING 3-STOREY SINGLE USER SINGLE-OCCUPIER WAREHOUSE BUILDING WITH ANCILIARY WORKERS' DORMITORY ON LOT 09538X MK 27 AT 27 CHANGI SOUTH AVENUE 2 (TAMPINES PLANNING AREA)|CHING YOKE MING , CAPE ENGINEERING CONSTRUCTION PTE LTD|ZHU DONGQI|YEO ENG CHOON
PROPOSED CONDOMINIUM HOUSING DEVELOPMENT COMPRISING 4 BLOCKS (E1, E2, E3 & F) OF 3 STOREY FLATS AND 6 BLOCKS ( A, B, C, D, G & H) OF 5 STOREY FLATS (TOTAL 393 UNITS) WITH BASEMENT CARPARKS AND COMMUNAL FACILITIES ON LOT 06495W MK 27 AT SIGLAP ROAD|YE XIN XIANG , CHINA CONSTRUCTION (SOUTH PACIFIC)DEVELOPMENT COMPANY PTE LTD|SAMUEL KUAN|YEO SIEW HAIP
PROPOSED ERECTION OF CONDOMINIUM DEVELOPMENT COMPRISING 5 BLOCKS OF 14/13/8/7/6-STOREY RESIDENTIAL BUILDINGS (TOTAL 272 UNITS) WITH BASEMENT CARPARKS & RECREATIONAL FACILITIES ON LOT 00406M & 00420X TS19 AT SOPHIA ROAD|CHOO TAT JIN , KIMLY CONSTRUCTION PTE LTD|TAN BOON LEONG|LEE MUN HOE
PROPOSED PUBLIC HOUSING DEVELOPMENT COMPRISING 2 BLKS OF 12/17-STY,3 BLKS OF 15/17-STY RESIDENTIAL BUILDING (TOTAL 481 UNITS), 1 BLK OF 2-STY CARPARK (BASEMENT & 1ST STY ) WITH ESS & PRECINCT PAVILION AT PUNGGOL FIELD/SUMANG LANE (PUNGGOL WEST C37) ON LOT 1763K, 2458M, 2543N, 99810T & 99949L MK21 AT PUNGGOL FIELD|Sante Scartozzi , Teambuild Engineering & Construction P/L|FOO MIAW HUI|WAN KHIN WAI
PROPOSED ERECTION OF A 5 STOREY COMMERCIAL/RESIDENTIAL BUILDING WITH BASEMENT & ATTIC COMPRISING OF SHOPS AT BASEMENT & 1ST STOREY, MECHANIZED CARPARK & RESIDENTIAL ON THE REMAINING STOREYS (TOTAL OF 144 RESIDENTIAL UNITS) AT 3/7 SOUTH BUONA VISTA ROAD ON LOT 99034L, 99038V, 99039P & 99040W MK03 AT 4 PASIR PANJANG HILL, 3/7 SOUTH BUONA VISTA ROAD|That Myo Oo , OXLEY CONSTRUCTION PTE LTD|TAN BOON LEONG|CHIN HONG OON
PROPOSED ERECTION OF 2-STOREY 22KV SUBSTATION ON LOTS 00336C & 00328A TS30 AT MARINA COASTAL EXPRESSWAY (DOWNTOWN CORE PLANNING AREA)|FONG KAM WAI , HOCK LIAN SENG INFRASTRUCTURE PTE LTD|CHAN EWE JIN|CHEANG KUM CHEONG
PROPOSED ADDITIONS AND ALTERATIONS TO EXISTING ANDERSON  PRIMARY SCHOOL AND ERECTION OF A BLOCK OF 4-STOREY INDOOR SPORTS HALL WITH STUDENT CARE CENTRE AND OTHER  ANCILLARY ROOMS ON LOT 14932L MK 18 AT 19 ANG MO KIO AVENUE 9 (ANG MO KIO PLANNING AREA)|KOH PUAY HOCK , KWAN YONG CONSTRUCTION PTE LTD|DR BOEY CHOONG FATT|GOH SIAN YEW
PROPOSED ADDITIONS AND ALTERATIONS TO THE EXISTING FACTORY DEVELOPMENT INVOLVING A NEW 5-STOREY ANCILLARY OFFICE BUILDING AND A NEW 3-STOREY WORKSHOP COMPRISING CAFETERIA. ON LOT 02308M MK06 AT 5 JALAN PESAWAT|Chew Keng Chiak , Erecon Construction Co. Pte Ltd|CHAN WAI MUN|
PROPOSED CONDOMINIUM DEVELOPMENT COMPRISING OF 4 BLOCKS OF 5-STOREY AND 3 BLOCKS OF 23-STOREY RESIDENTIAL BUILDINGS (TOTAL: 469 UNITS) WITH BASEMENT CARPARK, SWIMMING POOL, LANDSCAPE DECK AND COMMUNAL FACILITIES ON LOT 02268M TS 24 AT PRINCE CHARLES CRESCE|Cha Siew Hoe , Greatearth Contraction Pte Ltd|CHEN GUANG MING|CHOY MENG YEW
PROPOSED CONSTRUCTION OF 8 NOS REEFER PLATFORM AT BLOCKS K9 & L9 ON LOT 3840M MK 03 AT PASIR PANJANG TERMINAL|Yong Chun Sek , JS METAL PTE. LTD.|Tan Meng Liang|
PROPOSED ADDITIONS & ALTERATIONS TO THE EXISTING 2-STOREY BUILDING WITH THE ADDITION OF A NEW SINGLE-STOREY ANNEXE BUILDING AND SENTRY POST, DRIVEWAY AND COVERED LINKWAY FOR THE POLICE NATIONAL SERVICE DEPARTMENT ON LOT 03941N MK26 AT 170 STILL ROAD|TAN WEE TIONG ANDY , FUSEN DEVELOPMENT PTE LTD|WAN SHUNG MING|WONG YEOW HOONG
PROPOSED MIXED DEVELOPMENT COMPRISING 2 BASEMENT CARPARKS WITH RETAIL USE, INTEGRATED BUS INTERCHANGE,FLAT DEVELOPMENT COMPRISING 8 BLKS OF 15-STY RESIDENTIAL APARTMENTS (TOTAL 583 UNITS) WITH 3-STY PODIUM COMPRISING 2 -STY CARPARKS WITH ANCILLARY FACILITI ON LOT 10724L & 80007X MK27 AT NEW UPPER CHANGI ROAD|JANG SUNG IK , SSANGYONG ENGINEERING & CONSTRUCTION CO., LTD|TAN MENG LIANG|KHOO POH BIN
PROPOSED NEW ERECTION OF A 3-STOREY CORNER TERRACE DWELLING HOUSE WITH AN ATTIC ON LOT 02168K MK22  AT 74 DA SILVA LANE|Cheong Mun Yee , Guan Wei Contractor (1998) Pte Ltd|NG CHONG SOON|GOH CHUAN CHYE
PROPOSED ADDITIONS AND ALTERATIONS TO EXISTING 4-STOREY CONSERVED BUILDING WITH A BASEMENT AND CHANGE OF USE FROM OFFICE TO RESTAURANT (1ST STOREY), AND COMMERCIAL SCHOOL LIBRARY (BASEMENT), AND COMMERCIAL SCHOOL (2ND STOREY), AND USE ON 3RD AND 4TH STOREY ON LOT 99486L & 99487C TS05 AT NEIL ROAD|ZAW LIN , BOON TIAN CONTRACTOR PTE LTD|Tiong Hoo Tuong|LIM CHAI HENG
PROPOSED ADDITION & ALTERATION WORKS TO ASIAN CIVILISATION MUSEUM ON LOT 00277P TS10 AT 1 EMPRESS PLACE SINGAPORE 179555 (DOWNTOWN CORE PLANNING AREA)|SU AI LI , SHIN KHAI CONSTRUCTION PTE LTD|ANDREW HENRY|LI SAU KEI
PROPOSED NEW ERECTION OF A 2-STOREY GOOD CLASS BUNGALOW WITH BASEMENT AND ATTIC ON LOT 01664X TS 24 AT NO. 18 JERVOIS HILL|CHONG KIM GUAN , SYSMA CONSTRUCTION PTE LTD|YONG DEUNG MING|LEO HEE HENG
PROPOSED NEW ERECTION OF A 2-STOREY GOOD CLASS BUNGALOW WITH BASEMENT AND ATTIC ON LOT 01664X TS 24 AT NO. 18 JERVOIS HILL|CHONG KIM GUAN , SYSMA CONSTRUCTION PTE LTD|TAN BOON LEONG|LEO HEE HENG
PROPOSED CONSTRUCTION OF DROP-OFF POINT AT  BLK 714 CLEMENTI WEST STREET 2 ON LOT 08714M MK 05|WONG KIM FEI , KOON HUI BUILDING INDUSTRIAL PTE LTD|TIONG HOO TUONG|HUANG JIA-YEU
PROPOSED NEW ERECTION OF A 3-STOREY CORNER DWELLING HOUSE WITH AN ATTIC AND A BASEMENT ON LOT 349V TS 27 AT 31 JALAN ELOK, SINGAPORE 229068, (NEWTON PLANNING AREA)|MICHAEL SNG BOH KWANG , AIKCO CONSTRUCTION PTE LTD|LIM KIA WEE|AAMER TAHER
PROPOSED ERECTION OF A 5-STOREY MULTI-USER LIGHT INDUSTRIAL DEVELOPMENT (TOTAL 25 FACTORY UNITS) WITH A BASEMENT CAR PARK ON LOT 06998N MK 23 AT TAI SENG AVENUE (HOUGANG PLANNING AREA)|LIM LAY MENG , LC&T BUILDER (1971) PTE LTD|SAMUEL KUAN|FOO JUK SHING HENRY
PROPOSED PUBLIC HOUSING DEVELOPMENT COMPRISING 3 BLOCKS OF 40-STOREYS, 3 BLOCKS OF 35/31-STOREYS  AND 1 BLOCK 26-STOREY RESIDENTIAL BUILDING (TOTAL 1430 UNITS)  WITH 2 BLOCKS OF MULTI-STOREY CARPARK, ESS, PRECINCT PAVILIONS, COMMERCIAL & COMMUNAL FACILITIE ON LOT 03267K & 04705M MK10 AT 292 BUKIT BATOK EAST AVENUE 6, 292A BUKIT BATOK EAST AVENUE 6, 292B BUKIT BATOK EAST AVENUE 6, 292C BUKIT BATOK EAST AVENUE 6, 292D BUKIT BATOK EAST AVENUE 6, 293 BUKIT BATOK STREET 21, 293A BUKIT BATOK STREET 21, 293B BUKIT BATOK STREET 21, 293C BUKIT BATOK STREET 21, 293D BUKIT BATOK STREET 21, 294 BUKIT BATOK STREET 21|Susan Seah , Ho Lee Construction Pte Ltd|Lee Tat Sang|CHOY MENG YEW
PROPOSED NEW ERECTION OF A 2-STOREY DETACHED DWELLING HOUSE WITH A SWIMMING POOL ON LOT 99516K  TS 24 AT 297 TANGLIN ROAD. SINGAPORE 247948 (TANGLIN PLANNING AREA)|ESMERALDA L.MANALASTAS , FU YUAN CONSTRUCTION PTE LTD|M. SIVAKUMARAN|LIM CHAI HENG
PROPOSED CONSTRUCTION OF DROP-OFF POINT AT  BLK 41 TEBAN GARDENS ROAD ON LOT 08611M(PT), 03650T, 03651A, 03436V MK 05|WONG KIM FEI , KOON HUI BUILDING INDUSTRIAL PTE LTD|TIONG HOO TUONG|HUANG JIA-YEU
PROPOSED 5-STOREY WAREHOUSE LOGISTIC AND OFFICE BUILDING WITH A BASEMENT ON LOT 04582N MK 06 AT PIONEER TURN|CHAN SOON KONG ,|KOH KOK KEANG|JEFFREY S ALLAN
PROPOSED ERECTION OF A PART 1-STOREY/ PART 2-STOREY SINGLE-USER INDUSTRIAL DEVELOPMENT (BUSINESS 2) AT TUAS SOUTH AVENUE 10/ TUAS SOUTH AVENUE 7 ON LOT 04020W MK07 AT TUAS SOUTH AVENUE 10|Martin, Leonardson Santos ,|LAUW SU WEE|FRANCIS HWANG HUAT KUONG
PROPOSED SUPPLY, LAYING AND WATER DIVERSION OF 100MM TO 2200MM DIAMETER DUCTILE IRON AND/OR STEEL WATERMAINS ON LOT 05579A MK 13 AT LORONG LADA HITAM AND SELETAR EXPRESSWAY|CHUA GEE HUAT KELVIN , EVER SAN CONSTRUCTION PTE LTD|HO WAH FOO|
PROPOSED DEMOLITION TO EXISTING SINGLE STOREY PETROL STATIONON LOT 99800A AND 00258N MUKIM 11 AT NO. 337 WOODLANDS ROAD|WONG LOKE KIT , KWONG NGEE ENGINEERING PTE LTD|KAN NGEE MENG|
PROPOSED PUBLIC HOUSING DEVELOPMENT COMPRISING 10 BLOCKS OF 15/16/17/18 STOREY RESIDENTIAL BUILDING (TOTAL 1834 UNITS) WITH 1 BLOCK OF MULTI-STOREY CARPARK, COMMERCIAL / COMMUNITY FACILITIES, PRECINCT PAVILIONS, ESS AND COMMON GREEN AT SUMANG LANE / PUNGGO ON LOT 01750N, 01755W, 01763K, 01948V, 02543N, 02562L, 99810T & 99949L MK21 AT PUNGGOL WAY|Lee Keng Mui (Li Jingmei) , HI-TEK CONSTRUCTION PTE. LTD.|Ng Peng Yuen John|LIM YEUNG MEIN ERIC
PROPOSED ADDITION & ALTERATION OF A 3 STOREY CORNER TERRACE DWELLING HOUSE ON LOT 06814K MK25 AT 75 LORONG GAMBIR|Heng Kong Chuan , SpringView Enterprises Pte Ltd|ANG CHOON KEAT|LUA KOK LEONG
PROPOSED ERECTION OF A 2-STOREY SEMI-DETACHED DWELLING HOUSE WITHAN ATTIC ON LOT 01378T MK 10 AT 30 CHU LIN ROAD|LEE YONG MIANG , Expand Development Pte Ltd|AW BOON LEONG|LAU CHEE MENG
PROPOSED ADDITIONS AND ALTERATIONS TO A BLOCK OF 8-STOREY RESIDENTIAL FLAT BUILDING (TOTAL: 15 UNITS) WITH 2 LEVEL RETAIL, A BASEMENT CARPARK, SWIMMING POOL AND COMMUNAL FACILITIES ON LOT 00650W TS19 AT 6 HANDY ROAD|KUM KWOK WAH , ACTUS BUILDERS PTE LTD|Er Teng Chiew Yean|CHONG NAN HING
PROPOSED ADDITION AND ALTERATION TO EXISTING MARITIME EXPERIENTIAL MUSEUM & AQUARIUM INVOLVING ADDITIONAL DECKING AT GONDOLA CANAL AS PART OF RESORTS WORLD AT SENTOSA DEVELOPMENT ON LOT 2740T, 2741A, 2745L, 2772A, 2773K, 2774N, 2775X, 2777C, 2779W & 2793L MK34 AT SENTOSA GATEWAY|LIM LEE TUANG , EASTERN FURNISHING & TRADING PTE LTD|RAYMOND FOK PING HUNG|
PROP.PUBLIC HOUSING DEVT.COMPRISING 7 BLKS(30-STY)RESI.BLDG(TOTAL:1480 UNITS) WITH 2 BLKS 6/5 & 7/6STY MSCP,ESS,PRECINCT PAVILIONS,1 BLK OF 2-STY WITH COMMERCIAL & FCF& 1 BLK OF 2-STY WITH SENIOR ACTIVITY & CARE CTR,RC CTR, CHILDCARE CTR,FCF AT BT.MERAH C5 ON LOT 2662M, 3731K & 3735C MK01 AT TELOK BLANGAH STREET 31|BENJAMIN CHEUK YAN KIN , STRAITS CONSTRUCTION SINGAPORE PRIVATE LIMITED|LIM YAN PING @ LIM YOON KHE|WONG TOON JIN
PROPOSED CONDOMINIUM HOUSING DEVELOPMENT COMPRISING 18 BLOCKS OF 5 STOREY RESIDENTIAL UNITS WITH BASEMENT STOREY CARPARK BUILDING PLUS ATTIC, SWIMMING POOL, AND ANCILLARY FACILITIES (TOTAL=410 UNITS) ON LOT 3340V MK19 AT MILTONIA CLOSE|Loo Kenneth , STRAITS CONSTRUCTION SINGAPORE PRIVATE LIMITED|Soo Yet Chung|LAURENCE TAN JER KIAT
IMPROVEMENT TO ROADSIDE DRAINS IV CONTRACT 3A-7 (ANG MO KIO STREET 22 & 23 , JALAN ARIF / POH HUAT ROAD, UPPER SERANGOON ROAD AND GEYLANG ROAD AREAS) ON LOT, 02954T, 08413M, 08420T, 06135C, 06169V & 06600V MK25 AT ANG MO KIO STREET 22, ANG MO KIO STREET 23, ENG KONG CRESCENT, GEYLANG ROAD, GUILLEMARD ROAD, JALAN ARIF, LORONG 3 GEYLANG, POH HUAT ROAD, UPPER SERANGOON ROAD|TAY HOCK JIN ALVIN , TONG SHING CONTRACTOR PTE LTD|S N VASUTAVAN|
PROPOSED RECONSTRUCTION TO EXISTING 2-STOREY DETACHED DWELLING HOUSE WITH SWIMMING POOL ON LOT 01768X MK4 AT 35  JALAN SAMPURNA|KHOO SOO KEONG , STRAITS TEAMWORK PTE LTD|ALEC CHEW KHEK HAN|NEO SEI HWA
PROPOSED NEW ERECTION OF A 2-STOREY SEMI-DETACHED DWELLING HOUSE WITH BASEMENT ON LOT 01625V MK04 AT NO. 54 GREENLEAF DRIVE|Lee Beng Chuan , BUILDERS 265 PRIVATE LIMITED|PUA TECK SENG|RENE TAN
PROPOSED ERECTION OF A 6-STOREY SINGLE USER INDUSTRIAL BUILDING WITH A BASEMENT CARPARK ON LOT 02917P & 02918T MK24 AT 463 MACPHERSON ROAD / JALAN MESIN (TOA PAYOH PLANNING AREA)|Ralph Christian Liwag Mangon , Join-Aim Pte Ltd|Zhou Tong Quan|EDMUND NG
PROPOSED NEW ERECTION OF 2-STOREY DETACHED HOUSE WITH BASEMENT,ATTIC AND SWIMMING POOL ON LOT 10458N MUKIM 17 AT JALAN BAHASA SINGAPORE|CHOO SIEW BOON , MILLIARD PTE LTD|ALEC CHEW KHEK HAN|Yeo Peishan
PROPOSED DEMOLITION WORK TO THE EXISTING RESIDENTIAL DWELLING UNIT ON MK 26 LOT 01787N AT 11 LORONG N TELOK KURAU SINGAPORE 425310 ON LOT 01787N MK26 AT 11 LORONG N TELOK KURAU|KOH CHUNG KWONG , PAUL Y. CONSTRUCTION & ENGINEERING PTE LTD|TAN ENG HOW|
PROPOSED RECONSTRUCTION OF AN EXISTING 2-STOREY DETACHED DWELLING HOUSE  WITH A TENNIS COURT AND SINGLE STOREY OUTHOUSE TO AN EXISTING 2-STOREY DETACHED  DWELLING HOUSE WITH A NEW BASEMENT, TENNIS COURT AND EXISTING SINGLE STOREY OUTHOUSE ON LOT 99196V MK1|Loh Pei Soon , RECO BUILDERS PTE LTD|CHONG KOAY MIN|KOH CHOON NGEE
PROPOSED ERECTION OF 1 BLOCK OF 5-STOREY RESIDENTIAL FLATS WITH ATTIC(TOTAL: 72 UNITS), SWIMMING POOL & BASEMENT MECHANISED CARPARK ON LOTS 04118V, 98337W, 05277A & 98344A MK24 AT 302, 304, 306, 308, 310, 312, 314, 316, 318, 320 & 322 SIMS AVENUE (GEYLANG|CHIN HONG HENG , DISTINCT BUILDERS PTE LTD|LEE CHI KUAN|CHIN HONG OON
DESIGN, CONSTRUCTION AND COMPLETION OF EAST-WEST TRANSMISSION CABLE TUNNEL (CONTRACT EW3) ON LOT 06978T MK23 AT NA AIRPORT ROAD, NA KALLANG BAHRU, NA MACPHERSON ROAD, NA TAI SENG STREET, NA TANNERY ROAD, NA UBI AVENUE 2, NA UBI AVENUE 3, NA UBI ROAD 3|ARIMURA SHINJIRO , NISHIMATSU CONSTRUCTION CO. LTD|Hu Xiang Bin,Phua Cheng Piao Andy|
PROPOSED NEW ERECTION OF AN ENTRANCE (B) WITH PEDESTRIAN OVERHEAD BRIDGE (POB) FOR KING ALBERT PARK MASS RAPID TRANSIT STATION AT DUNEARN ROAD (BUKIT TIMAH PLANNING AREA) ON LOT 01951T MK16 AT DUNEARN ROAD|MAHONY KERRY KEITH , MCCONNELL DOWELL SOUTH EAST ASIA PRIVATE LIMITED|KWAN CHOON SHIEN STEPHEN|LOW KONG YEN STEVEN
PROPOSED NEW ERECTION OF 2 STOREY MARKET AND HAWKER CENTRE WITH MEZZANINE AND 2 BASEMENT CAR PARKS ON LOTS 01720X & 01721L MK 14 AT BUKIT PANJANG RING ROAD,SINGAPORE (BUKIT PANJANG)|LEE KAY CHAI , LIAN SOON CONSTRUCTION PTE LTD|LAUW SU WEE,YONG DEUNG MING|TOH KOK SOON
PROPOSED ERECTION OF 4 BLOCKS OF 19 STOREY CONDOMINIUM HOUSING DEVELOPMENT (TOTAL 555 UNITS) WITH 2 BASEMENT CARPARKS, LANDSCAPE DECK, SWIMMING POOL AND COMMUNAL FACILITIES AT SENGKANG WEST WAY (SENGKANG PLANNING AREA) ON LOT 04720W MK20 AT SENGKANG WEST WAY|SUN YONG , QINGJIAN INTERNATIONAL(SOUTH PACIFIC) GROUP DEVELOPMENT CO PTE LTD|KANG JIANHAN|TONG BIN SIN
PROPOSED NEW ERECTION OF SINGLE STOREYSHELTER IN LOTS 02358A, 99628A MK-16 AT 100 DAIRY FARM ROAD (BUKIT PANJANG PLANNING AREA) FOR NATIONAL PARKS BOARD ON LOT 02358A & 99628A MK16 AT 100 DAIRY FARM ROAD|Gan Chee Keong , CCM Industrial Pte Ltd|Chua Chim Huee|YAP MONG LIN
PROPOSED ERECTION OF A PART SINGLE/ PART 3-STOREY SINGLE-USER GENERAL INDUSTRIAL BUILDING WITH TEMPORARY ANCILLARY WORKERS' DORMITORY (FOR 47 WORKERS) ON LOT 04597L PT MK07 AT TUAS SOUTH STREET 10|GOH KOK BOON , YONGSHENG ENGINEERING PTE. LTD.|YEO CHIN IUAN|LIM ENG KHOON
PROPOSED ERECTION OF A 2-STOREY SEMI-DETACHED DWELLING HOUSE WITH AN ATTIC AND A SWIMMING POOL ON LOT 97437W MK18 AT 11 CORFE PLACE|pwee kim leong , Multicon Construction Pte Ltd|JUNE YAP CHOON HONG|LEONG HOWE NGAI
PROPOSED ADDITION OF A CONCRETE BATCHING PLANT WITHIN EXISTING OIL REFINERY COMPLEX ON LOT 10X, 127X, 129C, 21A, 22K, 264X, 267M, 67K, 724L & 99999K MK34 AT PULAU BUKOM KECHIL|AZMI BIN ATAN , SCAN-BILT PTE LTD|TAN WAI KIM|
